Gene ID,Locus Tag,Gene Name,Protein Code,Protein Product
gene1921,NVIE_018050,NVIE_018050,A0A060HLG1,D-glucuronyl C5-epimerase
gene1922,NVIE_018060,NVIE_018060,A0A060HRC0,protein of unknown function DUF1326
gene1923,NVIE_018080,NVIE_018080,A0A060HSC9,protein of unknown function
gene1924,NVIE_018090,NVIE_018090,A0A060HKR0,"putative Glycoside hydrolase, family 5"
gene1925,NVIE_018100,NVIE_018100,A0A060HHI6,protein of unknown function
gene1926,NVIE_018110,NVIE_018110,A0A060HLG5,protein of unknown function
gene1927,NVIE_018120,NVIE_018120,A0A060HRD0,protein of unknown function
gene1928,NVIE_018130,NVIE_018130,A0A060HSD4,"putative Glycosyl transferase, family 2"
gene1929,NVIE_018140,NVIE_018140,A0A060HKR4,protein of unknown function
gene1930,NVIE_018150,msrB2,A0A060HHJ0,methionine sulfoxide reductase B
gene1931,NVIE_018160,msrA,A0A060HLH1,peptide methionine sulfoxide reductase
gene1932,NVIE_018190,NVIE_018190,A0A060HRD4,protein of unknown function
gene1933,NVIE_018200,NVIE_018200,A0A060HSD8,protein of unknown function
gene1934,NVIE_t0270,NVIE_t0270,#N/A,tRNA-Gly
gene1935,NVIE_018210,NVIE_018210,#N/A,"transposase IS605 OrfB family (fragment, part 2)"
gene1936,NVIE_018230,NVIE_018230,A0A060HKR8,protein of unknown function
gene1937,NVIE_018240,NVIE_018240,A0A060HHJ6,exported protein of unknown function
gene1938,NVIE_018250,NVIE_018250,A0A060HLH6,exported protein of unknown function
gene1939,NVIE_018260,NVIE_018260,A0A060HRD7,hypothetical protein
gene1940,NVIE_018270,NVIE_018270,A0A060HSE2,hypothetical protein
gene1941,NVIE_018280,NVIE_018280,A0A060HKS4,putative nascent polypeptide-associated complex protein
gene1942,NVIE_018290,NVIE_018290,A0A060HHK2,putative PUA domain protein
gene1943,NVIE_018300,phoU3,A0A060HLI1,Phosphate-specific transport system accessory protein PhoU homolog
gene1944,NVIE_018310,NVIE_018310,A0A060HRE1,putative transcriptional regulator
gene1945,NVIE_018320,NVIE_018320,A0A060HSE7,putative GTP-binding protein
gene1946,NVIE_018330,NVIE_018330,A0A060HKS8,putative tRNA ribose 2'-O-methyltransferase
gene1947,NVIE_018340,NVIE_018340,A0A060HHK6,conserved protein of unknown function
gene1948,NVIE_018350,NVIE_018350,A0A060HLI6,protein of unknown function
gene1949,NVIE_018360,NVIE_018360,A0A060HRE4,"putative transcriptional regulator, ArsR family"
gene1950,NVIE_018370,NVIE_018370,A0A060HSF1,hypothetical protein
gene1951,NVIE_018380,acsA2,A0A060HKT2,acetyl-CoA synthetase
gene1952,NVIE_018390,NVIE_018390,A0A060HHL3,putative membrane alanyl aminopeptidase
gene1953,NVIE_018400,NVIE_018400,A0A060HLJ2,alpha/beta hydrolase fold protein
gene1954,NVIE_018410,NVIE_018410,A0A060HRE8,putative GCN5-related N-acetyltransferase
gene1955,NVIE_1884,NVIE_1884,A0A060HSF4,hypothetical protein
gene1956,NVIE_018420,NVIE_018420,A0A060HKT7,putative CMP/dCMP deaminase zinc-binding
gene1957,NVIE_1886,NVIE_1886,A0A060HHL9,protein of unknown function
gene1958,NVIE_018430,NVIE_018430,A0A060HLJ8,protein of unknown function
gene1959,NVIE_018440,NVIE_018440,A0A060HRF1,protein of unknown function
gene1960,NVIE_018450,NVIE_018450,A0A060HSF9,conserved protein of unknown function
gene1961,NVIE_018460,NVIE_018460,A0A060HKU1,protein of unknown function
gene1962,NVIE_018470,polX,A0A060HHM4,DNA polymerase X family
gene1963,NVIE_018480,NVIE_018480,A0A060HLK2,hypothetical protein
gene1964,NVIE_018490,NVIE_018490,A0A060HRF5,putative FAD-dependent pyridine nucleotide-disulphide oxidoreductase (sulfide:quinone oxidoreductase-like)
gene1965,NVIE_1893,NVIE_1893,A0A060HSG3,protein of unknown function
gene1966,NVIE_018500,NVIE_018500,A0A060HKU4,"putative oxidoreductase, short chain dehydrogenase/reductase family"
gene1967,NVIE_1895,NVIE_1895,A0A060HHN0,hypothetical protein
gene1968,NVIE_018510,NVIE_018510,A0A060HLK8,putative phosphatidate cytidylyltransferase
gene1969,NVIE_1897,NVIE_1897,A0A060HRF9,conserved protein of unknown function
gene1970,NVIE_1898,NVIE_1898,A0A060HSG7,conserved membrane protein of unknown function
gene1971,NVIE_018530,NVIE_018530,A0A060HKV0,hypothetical protein
gene1972,NVIE_018540,NVIE_018540,A0A060HHN6,hypothetical protein
gene1973,NVIE_018550,glnA2,A0A060HLL2,glutamate-ammonia ligase / glutamine synthetase
gene1974,NVIE_018560,NVIE_018560,A0A060HRG3,protein of unknown function
gene1975,NVIE_018570,NVIE_018570,A0A060HSH2,hypothetical protein
gene1976,NVIE_018580,NVIE_018580,A0A060HKV3,putative PpiC-type peptidyl-prolyl cis-trans isomerase
gene1977,NVIE_018590,NVIE_018590,A0A060HHP0,protein of unknown function with cupredoxin domain
gene1978,NVIE_018600,NVIE_018600,A0A060HLL8,hypothetical protein
gene1979,NVIE_018610,NVIE_018610,A0A060HRG5,conserved protein of unknown function
gene1980,NVIE_1908,NVIE_1908,A0A060HSH6,"putative (P)ppGpp synthetase I, SpoT/RelA"
gene1981,NVIE_1909,NVIE_1909,A0A060HKV8,exported protein of unknown function
gene1982,NVIE_018630,NVIE_018630,A0A060HHP6,putative chaperone DnaJ
gene1983,NVIE_018640,NVIE_018640,A0A060HLM2,putative transposase IS891/IS1136/IS1341
gene1984,NVIE_018650,cobI,A0A060HRG9,precorrin-2 C20-methyltransferase
gene1985,NVIE_018660,cobM,A0A060HSI0,precorrin-4 C11-methyltransferase
gene1986,NVIE_018670,NVIE_018670,A0A060HKW2,protein of unknown function
gene1987,NVIE_018680,NVIE_018680,A0A060HHQ1,protein of unknown function
gene1988,NVIE_018690,NVIE_018690,A0A060HLM8,exported protein of unknown function
gene1989,NVIE_018700,NVIE_018700,A0A060HRH3,SNF7-domain-containing protein
gene1990,NVIE_018710,NVIE_018710,A0A060HSI4,protein of unknown function
gene1991,NVIE_018720,NVIE_018720,A0A060HKW6,hypothetical protein
gene1992,NVIE_018730,NVIE_018730,A0A060HHQ8,hypothetical protein
gene1993,NVIE_018750,NVIE_018750,A0A060HLN2,conserved protein of unknown function
gene1994,NVIE_018760,NVIE_018760,A0A060HRH6,protein of unknown function
gene1995,NVIE_018770,NVIE_018770,A0A060HSJ0,protein of unknown function
gene1996,NVIE_018780,NVIE_018780,A0A060HKX1,exported protein of unknown function
gene1997,NVIE_1926,NVIE_1926,A0A060HHR2,protein of unknown function
gene1998,NVIE_018790,NVIE_018790,A0A060HLN7,protein of unknown function
gene1999,NVIE_018800,NVIE_018800,A0A060HRI0,putative glutamate racemase
gene2000,NVIE_018810,NVIE_018810,A0A060HSJ5,protein of unknown function
gene2001,NVIE_018820,NVIE_018820,A0A060HKX6,protein of unknown function
gene2002,NVIE_018830,NVIE_018830,A0A060HHR7,transposase
gene2003,NVIE_018840,NVIE_018840,A0A060HLP2,membrane protein of unknown function
gene2004,NVIE_1933,NVIE_1933,A0A060HRI4,protein of unknown function
gene2005,NVIE_1934,NVIE_1934,A0A060HSK0,protein of unknown function
gene2006,NVIE_018850,NVIE_018850,A0A060HKY1,undecaprenyl pyrophosphate synthase
gene2007,NVIE_018860,NVIE_018860,A0A060HHS4,exported protein of unknown function
gene2008,NVIE_018870,NVIE_018870,A0A060HLP6,protein of unknown function
gene2009,NVIE_018880,NVIE_018880,A0A060HRI8,hypothetical protein
gene2010,NVIE_018900,NVIE_018900,A0A060HSK5,hypothetical protein
gene2011,NVIE_018920,NVIE_018920,A0A060HKY6,protein of unknown function
gene2012,NVIE_018930,NVIE_018930,A0A060HHS8,protein of unknown function
gene2013,NVIE_018960,NVIE_018960,A0A060HLQ1,monovalent cation/proton antiporter-2 family protein
gene2014,NVIE_018970,NVIE_018970,A0A060HRJ3,hypothetical protein
gene2015,NVIE_018980,NVIE_018980,A0A060HSL0,putative NAD-dependent alcohol dehydrogenase
gene2016,NVIE_018990,NVIE_018990,A0A060HKY9,protein of unknown function
gene2017,NVIE_019000,NVIE_019000,A0A060HHT4,conserved protein of unknown function
gene2018,NVIE_019010,terC,A0A060HLQ7,tellurium ion resistance family protein
gene2019,NVIE_019020,NVIE_019020,A0A060HRK0,conserved protein of unknown function
gene2020,NVIE_019030,NVIE_019030,A0A060HSL6,conserved protein of unknown function
gene2021,NVIE_1952,NVIE_1952,A0A060HKZ3,protein of unknown function
gene2022,NVIE_019040,NVIE_019040,A0A060HHT9,protein of unknown function
gene2023,NVIE_1954,NVIE_1954,A0A060HLR5,protein of unknown function
gene2024,NVIE_019050,NVIE_019050,A0A060HRK5,protein of unknown function
gene2025,NVIE_1956,NVIE_1956,A0A060HSM1,protein of unknown function
gene2026,NVIE_019060,NVIE_019060,A0A060HKZ7,exported protein of unknown function
gene2027,NVIE_019070,NVIE_019070,A0A060HHU5,protein of unknown function
gene2028,NVIE_019080,amoC4,A0A060HLS1,ammonia monooxygenase subunit C
gene2029,NVIE_019090,NVIE_019090,A0A060HRK9,protein of unknown function
gene2030,NVIE_019100,NVIE_019100,A0A060HSM6,protein of unknown function
gene2031,NVIE_019110,NVIE_019110,#N/A,fragment of hypothetical protein
gene2032,NVIE_019140,NVIE_019140,#N/A,"fragment of putative transposase, IS605 OrfB family (part 2)"
gene2033,NVIE_019150,NVIE_019150,A0A060HL02,protein of unknown function
gene2034,NVIE_019160,NVIE_019160,A0A060HHV0,protein of unknown function
gene2035,NVIE_019170,NVIE_019170,A0A060HLS8,conserved protein of unknown function
gene2036,NVIE_019180,NVIE_019180,A0A060HRL4,protein of unknown function
gene2037,NVIE_019190,NVIE_019190,A0A060HSN4,protein of unknown function
gene2038,NVIE_019200,NVIE_019200,A0A060HL05,protein of unknown function
gene2039,NVIE_019210,NVIE_019210,A0A060HHV5,protein of unknown function
gene2040,NVIE_019220,NVIE_019220,A0A060HLT6,protein of unknown function
gene2041,NVIE_019230,NVIE_019230,A0A060HRM0,protein of unknown function
gene2042,NVIE_1975,NVIE_1975,A0A060HSN9,protein of unknown function
gene2043,NVIE_019240,NVIE_019240,A0A060HL10,protein of unknown function
gene2044,NVIE_019250,NVIE_019250,A0A060HHW1,Multicopper oxidase type 3
gene2045,NVIE_019260,NVIE_019260,A0A060HLU4,exported protein of unknown function
gene2046,NVIE_019270,NVIE_019270,A0A060HRM5,protein of unknown function
gene2047,NVIE_019280,yjiB,A0A060HSP4,putative cytochrome P450 YjiB
gene2048,NVIE_019290,NVIE_019290,A0A060HL14,conserved protein of unknown function
gene2049,NVIE_019310,NVIE_019310,A0A060HHW7,putative 4Fe-4S ferredoxin iron-sulfur binding domain protein
gene2050,NVIE_1985,NVIE_1985,A0A060HLV2,protein of unknown function
gene2051,NVIE_019330,NVIE_019330,A0A060HRN1,putative AsnC family protein
gene2052,NVIE_1987,NVIE_1987,A0A060HSQ0,protein of unknown function
gene2053,NVIE_019350,NVIE_019350,A0A060HL18,hypothetical protein
gene2054,NVIE_019370,NVIE_019370,A0A060HHX2,exported protein of unknown function
gene2055,NVIE_1990,NVIE_1990,A0A060HLV8,protein of unknown function
gene2056,NVIE_019380,NVIE_019380,A0A060HRN6,protein of unknown function
gene2057,NVIE_019390,NVIE_019390,A0A060HSQ5,protein of unknown function
gene2058,NVIE_019400,NVIE_019400,A0A060HL22,protein of unknown function
gene2059,NVIE_019410,NVIE_019410,A0A060HHX6,protein of unknown function
gene2060,NVIE_019420,NVIE_019420,A0A060HLW6,protein of unknown function
gene2061,NVIE_019430,NVIE_019430,A0A060HRP1,conserved protein of unknown function
gene2062,NVIE_019440,NVIE_019440,A0A060HSR0,protein of unknown function
gene2063,NVIE_019450,NVIE_019450,A0A060HL25,protein of unknown function
gene2064,NVIE_019460,NVIE_019460,A0A060HHY1,exported protein of unknown function
gene2065,NVIE_1999,NVIE_1999,A0A060HLX4,conserved protein of unknown function
gene2066,NVIE_019470,NVIE_019470,A0A060HRP7,"exported or cell surface associated protein of unknown function containing glycoside hydrolase/deacetylase, fibronectin and HYR-domains"
gene2067,NVIE_019480,NVIE_019480,A0A060HSR5,exported protein of unknown function
gene2068,NVIE_019490,NVIE_019490,A0A060HL29,protein of unknown function
gene2069,NVIE_019500,NVIE_019500,A0A060HHY6,DedA family protein
gene2070,NVIE_019510,NVIE_019510,A0A060HLY0,conserved protein of unknown function
gene2071,NVIE_019520,NVIE_019520,A0A060HRQ2,"putative transcriptional regulator, AsnC family"
gene2072,NVIE_019530,NVIE_019530,A0A060HSS1,conserved protein of unknown function
gene2073,NVIE_019540,NVIE_019540,A0A060HL33,protein of unknown function
gene2074,NVIE_019550,eIF-1a1,A0A060HHZ2,Translation initiation factor 1A (IF-1)
gene2075,NVIE_019560,NVIE_019560,A0A060HLY7,putative GTP-binding protein
gene2076,NVIE_019570,NVIE_019570,A0A060HRQ7,protein of unknown function
gene2077,NVIE_019580,tfb4,A0A060HSS7,transcription initiation factor IIB
gene2078,NVIE_2011,NVIE_2011,A0A060HL37,protein of unknown function
gene2079,NVIE_019590,NVIE_019590,A0A060HHZ6,hypothetical protein
gene2080,NVIE_2012,NVIE_2012,A0A060HLZ6,protein of unknown function
gene2081,NVIE_019600,NVIE_019600,A0A060HRR3,protein of unknown function
gene2082,NVIE_019610,NVIE_019610,A0A060HST1,protein of unknown function
gene2083,NVIE_019620,NVIE_019620,A0A060HL40,protein of unknown function
gene2084,NVIE_019630,NVIE_019630,A0A060HI01,protein of unknown function
gene2085,NVIE_019640,NVIE_019640,A0A060HM03,putative adenylate cyclase
gene2086,NVIE_019650,NVIE_019650,A0A060HRR8,putative Fe-S oxidoreductase
gene2087,NVIE_019660,NVIE_019660,A0A060HST5,protein of unknown function
gene2088,NVIE_019670,NVIE_019670,A0A060HL44,conserved protein of unknown function
gene2089,NVIE_019680,cdc48-4,A0A060HI06,"AAA family ATPase, CDC48 subfamily protein"
gene2090,NVIE_019690,NVIE_019690,A0A060HM10,"ABC efflux transporter, permease protein"
gene2091,NVIE_019700,NVIE_019700,A0A060HRS3,"ABC efflux transporter, ATP-binding protein, Drug Exporter-1 (DrugE1) Family"
gene2092,NVIE_019710,NVIE_019710,A0A060HSU0,protein of unknown function
gene2093,NVIE_019720,NVIE_019720,A0A060HL50,protein of unknown function
gene2094,NVIE_019730,NVIE_019730,A0A060HI13,protein of unknown function
gene2095,NVIE_019740,NVIE_019740,A0A060HM18,protein of unknown function
gene2096,NVIE_019750,NVIE_019750,A0A060HRS8,putative SAM-dependent methyltransferase
gene2097,NVIE_019760,NVIE_019760,A0A060HSU5,"Transcriptional regulator, AsnC family"
gene2098,NVIE_019770,NVIE_019770,A0A060HL55,exported protein of unknown function
gene2099,NVIE_019780,NVIE_019780,A0A060HI18,conserved protein of unknown function
gene2100,NVIE_019790,NVIE_019790,A0A060HM23,protein of unknown function
gene2101,NVIE_019800,NVIE_019800,A0A060HRT1,membrane protein of unknown function
gene2102,NVIE_019810,NVIE_019810,A0A060HSV0,protein of unknown function
gene2103,NVIE_019820,NVIE_019820,A0A060HL60,putative integrase family protein
gene2104,NVIE_019830,NVIE_019830,A0A060HI24,protein of unknown function
gene2105,NVIE_019840,NVIE_019840,A0A060HM30,protein of unknown function
gene2106,NVIE_019850,ths3,A0A060HRT5,archaeal thermosome
gene2107,NVIE_019860,NVIE_019860,A0A060HSV6,protein of unknown function
gene2108,NVIE_019870,NVIE_019870,A0A060HL67,Nucleotide-binding protein related to universal stress protein UspA
gene2109,NVIE_019880,NVIE_019880,A0A060HI31,protein of unknown function
gene2110,NVIE_019890,NVIE_019890,A0A060HM38,protein of unknown function
gene2111,NVIE_019900,NVIE_019900,A0A060HRU0,protein of unknown function
gene2112,NVIE_019910,tfb5,A0A060HSW2,Transcription initiation factor IIB
gene2113,NVIE_019920,NVIE_019920,A0A060HL73,conserved protein of unknown function
gene2114,NVIE_019930,NVIE_019930,#N/A,fragment of 3-isopropylmalate dehydratase (part 3)
gene2115,NVIE_2045,NVIE_2045,A0A060HI38,protein of unknown function
gene2116,NVIE_019970,NVIE_019970,#N/A,fragment of putative zinc metalloprotease (part 2)
gene2117,NVIE_019980,NVIE_019980,A0A060HM44,protein of unknown function
gene2118,NVIE_019990,NVIE_019990,A0A060HRU6,hypothetical protein
gene2119,NVIE_020000,NVIE_020000,#N/A,putative integrase family protein
gene2120,NVIE_020010,NVIE_020010,A0A060HL79,putative Rieske 2Fe-2S domain protein
gene2121,NVIE_020020,NVIE_020020,A0A060HI45,conserved protein of unknown function
gene2122,NVIE_020030,NVIE_020030,A0A060HM50,protein of unknown function
gene2123,NVIE_020040,NVIE_020040,A0A060HRV4,conserved exported protein of unknown function
gene2124,NVIE_020060,NVIE_020060,A0A060HSX5,exported protein of unknown function with cupredoxin domain
gene2125,NVIE_020070,NVIE_020070,A0A060HL84,protein of unknown function
gene2126,NVIE_020080,NVIE_020080,A0A060HI50,protein of unknown function
gene2127,NVIE_020090,NVIE_020090,A0A060HM57,exported protein of unknown function
gene2128,NVIE_020100,NVIE_020100,A0A060HRW2,protein of unknown function
gene2129,NVIE_2060,NVIE_2060,A0A060HSY1,protein of unknown function
gene2130,NVIE_020110,NVIE_020110,A0A060HL89,protein of unknown function
gene2131,NVIE_020120,NVIE_020120,A0A060HI56,putative small-conductance mechanosensitive ion channel protein
gene2132,NVIE_020130,NVIE_020130,A0A060HM65,Adenylyl cyclase class-3/4/guanylyl cyclase
gene2133,NVIE_020140,NVIE_020140,A0A060HRW9,protein of unknown function
gene2134,NVIE_020150,NVIE_020150,A0A060HSY8,exported protein of unknown function
gene2135,NVIE_020160,htpX,A0A060HL94,Protease HtpX homolog 2
gene2136,NVIE_020170,NVIE_020170,A0A060HI64,protein of unknown function
gene2137,NVIE_020180,dps3,A0A060HM71,"ferritin, Dps family protein"
gene2138,NVIE_020190,NVIE_020190,A0A060HRX5,rieske 2Fe-2S iron-sulphur domain protein
gene2139,NVIE_020200,NVIE_020200,A0A060HSZ5,hypothetical protein
gene2140,NVIE_020210,nadE,A0A060HL98,NH(3)-dependent NAD(+) synthetase
gene2141,NVIE_020220,NVIE_020220,A0A060HI69,conserved protein of unknown function
gene2142,NVIE_020230,NVIE_020230,A0A060HM78,exported protein of unknown function
gene2143,NVIE_020240,NVIE_020240,A0A060HRY2,protein of unknown function
gene2144,NVIE_020250,NVIE_020250,A0A060HT01,conserved protein of unknown function
gene2145,NVIE_020260,sdr-2,A0A060HLA4,glucose/ribitol dehydrogenase family protein
gene2146,NVIE_020270,nrdZ,A0A060HI75,ribonucleoside-diphosphate reductase
gene2147,NVIE_020280,NVIE_020280,A0A060HM85,putative anaerobic ribonucleoside-triphosphate reductase
gene2148,NVIE_020290,snf7,A0A060HRY9,SNF7 domain-containing protein
gene2149,NVIE_020300,NVIE_020300,A0A060HT06,hypothetical protein
gene2150,NVIE_020310,NVIE_020310,A0A060HLA9,protein of unknown function
gene2151,NVIE_020320,NVIE_020320,A0A060HI82,putative beta-ketothiolase beta subunit
gene2152,NVIE_020330,NVIE_020330,A0A060HM92,acetoacetyl-CoA thiolase subunit A
gene2153,NVIE_020340,topA,A0A060HRZ8,DNA topoisomerase IA
gene2154,NVIE_020350,NVIE_020350,A0A060HT13,protein of unknown function
gene2155,NVIE_020360,NVIE_020360,A0A060HLB5,conserved protein of unknown function
gene2156,NVIE_020370,NVIE_020370,A0A060HI87,putative carbon-nitrogen hydrolase
gene2157,NVIE_020380,NVIE_020380,A0A060HM99,putative 4-oxalocrotonate tautomerase
gene2158,NVIE_020390,NVIE_020390,A0A060HS06,putative helix-turn-helix domain-containing protein
gene2159,NVIE_020400,NVIE_020400,A0A060HT19,uracil-DNA glycosylase
gene2160,NVIE_020410,tfe,A0A060HLC0,transcription factor E
gene2161,NVIE_020420,NVIE_020420,A0A060HI94,protein of unknown function
gene2162,NVIE_020430,NVIE_020430,A0A060HMA6,exported protein of unknown function
gene2163,NVIE_020440,NVIE_020440,A0A060HS15,putative adenylate cyclase (modular protein)
gene2164,NVIE_2094,NVIE_2094,A0A060HT25,conserved protein of unknown function
gene2165,NVIE_020450,NVIE_020450,A0A060HLC6,"putative signal transduction response regulator, receiver domain"
gene2166,NVIE_020460,ctaA2,A0A060HI99,putative cytochrome oxidase assembly protein
gene2167,NVIE_2097,NVIE_2097,A0A060HMB3,protein of unknown function
gene2168,NVIE_020470,NVIE_020470,A0A060HS21,protein of unknown function
gene2169,NVIE_020480,NVIE_020480,A0A060HT30,protein of unknown function
gene2170,NVIE_020490,polB,A0A060HLD2,DNA polymerase II small subunit
gene2171,NVIE_020500,cdc6-3,A0A060HIA6,cell division control protein 6
gene2172,NVIE_2101,NVIE_2101,A0A060HMB8,hypothetical protein
gene2173,NVIE_020510,NVIE_020510,A0A060HS29,hypothetical protein
gene2174,NVIE_020520,NVIE_020520,A0A060HT38,hypothetical protein
gene2175,NVIE_020530,NVIE_020530,A0A060HLD8,geranylgeranylglyceryl phosphate synthase
gene2176,NVIE_020540,polC,A0A060HIB2,DNA polymerase II large subunit
gene2177,NVIE_020550,NVIE_020550,A0A060HMC7,exported protein of unknown function
